attractionName,reviewerName,reviewTitle,ratings,reviewDate,reviewText,reviewerProfilePicURL,reviewURL,compound_score,sentiment_category,wordCount,usefulness,usefulness,usefulness,No. of Useful,,,
Singapore Flyer,Stephen L,Definitely worth doing,40,19-Sep-19,"Until recently this was the world's tallest observation wheel. Carriages are very large holding up to 12 people. We were there in late August and were the only people in the carriage so we didn't have to push past others to take in the stunning views. Carriages move very slowly, I believe it took about 30 minutes for a single revolution. You can easily pick out many of Singapore's landmarks including Gardens by the Bay, the Cloud Forest and Flower Dome, the Marina Bay Sands hotel and the Singapore F1 motor racing track.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/df/99/default-avatar-2020-40.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d678639-r710932332-Singapore_Flyer-Singapore.html,0.6124,Positive,93,useful,useful,useful,3,,,
Supertree Grove,Wendy H,Looks great on film.,40,14-Oct-19,Sitting and waiting for the evening light show seems to take forever. Perhaps this is how the excitement wanes as the heat and lack of seating take their effect. The music is ok but it is all about the lights. They look great when recorded but seem a little lack lustre when sitting in the heat. While it may be uncomfortable the light show is one of those events where you will curse yourself for not going as well as regret it when you do go. In the end I recommend taking the plunge and seeing it. Seems a shame to travel this far and miss out. In the daytime the grove is also spectacular and a fascinating combination of art and engineering,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f3/7c/default-avatar-2020-29.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8634325-r718211772-Supertree_Grove-Singapore.html,-0.7124,Negative,123,useful,useful,useful,3,,,
ArtScience Museum at Marina Bay Sands,FarihaKausar,Boring and poor experience,20,4-Jan-20,If you've seen Japan's teamlab then this is very disappointing. I was very excited to see exhibition because I had already seen the one in Japan. But very disappointed. May be because I've already seen the best one that is 10000 times better. The Disney animation is just a maze of sketches of how the cartoons are sketched out. And the future world also sorry but we just wanted to get over and out of it. Only the Crystal room was very pretty we went in twice to see it. The rest was useless.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ec/a2/default-avatar-2020-3.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2138895-r721504311-ArtScience_Museum_at_Marina_Bay_Sands-Singapore.html,0.7391,Positive,94,useful,useful,useful,3,,,
National Orchid Garden,BrooklynDodgers13,Like no other orchid place I have ever seen!!!,50,26-Feb-20,"The National Orchid Garden is located in the Botanical Gardens. While there is no charge to enter the UNESCO World Heritage Site, there is a fee to see the National Orchid Garden. It was quite reasonable $5 for adults/Seniors, $1 for Students and Free for Children under 12. ' 'The National Orchid Garden is the product of the Botanical Gardens orchid breeding programmer which began in 1928. With over 1,000!species and 2,000 hybrids , the Garden boasts the largest display of orchids in the world. ( Brochure)We saw tiny tiny orchids that were beautiful!!!",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f2/b8/default-avatar-2020-26.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d317453-r747628050-National_Orchid_Garden-Singapore.html,0.8002,Positive,94,useful,useful,useful,3,,,
Gardens by the Bay,Boon L,Flower bubble in the cloud and rainforest,40,8-Mar-21,"CLoud forest waterfall was majestic and captivating. You can photo the view from 6th floor,3rd or ground floor, at different angle, the view is still beautiful. Flower dome with sakura cherry blossom is mind blowing, hello kitty figurines everywhere would make you want to snap your mobile camera non stop, depleting your phone memory rapidly but still worth it. Warning : bring along a spare camera incase it happens. All these was really a strong contrast to the hot weather outside, its like flower bubble inside, and sun tanning on the Australia beach in sunmer.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ee/68/default-avatar-2020-9.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r784184084-Gardens_by_the_Bay-Singapore.html,0.8544,Positive,95,useful,useful,useful,3,,,
Gardens by the Bay,Hermes-Ro,Don't miss while in Singapore,40,6-Jan-20,"I have to confess that I'm not the greatest fan of visiting a garden. However, anyone in the world, no matter how skeptical or blas��, will find something to be impress by, while visiting this yet another amazing achievement of the Singaporean government of which visionary endeavors don't cease to surprise me.If it's not the meticulous achievement to gather all these plants and trees from around the globe under one (huge!) roof or the care for them, it has to be the technical aspects of building and maintaining the largest unsustained greenhouse in the world.",https://media-cdn.tripadvisor.com/media/photo-l/01/e4/ad/e1/hermes-ro.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r737266577-Gardens_by_the_Bay-Singapore.html,0.8113,Positive,95,useful,useful,useful,3,,,
Gardens by the Bay,Didoy M,Unnatural,30,6-May-14,"The gardens by the bay, gives a preview of humanity future where we would live in beautiful gardens inside a glass bowl. It also gives us a sense of reality that REAL NATURE will be just a thing of the past being inevitable in our failure to change. Passing that thought later, gardens by the bay is a great place to instill awareness of of environmentalism and concerns of helping planet. I do suggest you take take the headphone guide that you can rent before the tour, so you would understand what your looking at.",https://media-cdn.tripadvisor.com/media/photo-l/03/5d/6d/1e/didoy-m.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r204217337-Gardens_by_the_Bay-Singapore.html,0.7845,Positive,95,useful,useful,useful,3,,,
Jurong Bird Park,Crystal F,Kids had a blast!,50,6-Jul-18,"Our 1st trip to a bird park and I knew it had to be Jurong Bird Park! Check online for cheaper deals.Plan your trip before you go. The shows are dependant on weather so best to allocate the whole day there. You can do all the feedings as well as the 'chit chats' which are informative.The rare blue macaws are a sight to behold. Its critically endanged so.... Don't miss it!Before you leave, visit the Birds of Play for a wonderful session at the water play park! Bring change of clothes.Overall, thus place doesn't disappoint.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f1/79/default-avatar-2020-21.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r593432565-Jurong_Bird_Park-Singapore.html,0.9604,Positive,95,useful,useful,useful,3,,,
Supertree Grove,KumuduW,Dazzling Trees at night!,40,1-Apr-19,"Supertree Grove at Gardens by the Bay is simply beautiful. Singapore is generally hot and humid. But let the sun go down and you can start your visit to this tree grove around 6 pm. Without lights it may look a bit dull. But wait for the lights to come up! You might even wonder where you are! It is almost surreal.There is a skywalk to add a new dimension to this experience. The trees are man-made ofcourse. But the natural plants and creeperrs that cover the tree trunks are amazing. Just a stone's throw away from Marina Bay Sands Hotels, you can see the trees and the light show. If you plan to get an up-close encounter, and if you like to see the plants etc in detail, you have to walk towards the grove. So wear some comfortable shoes. It is a lovely walk. You will not be disappointed!",https://media-cdn.tripadvisor.com/media/photo-l/02/98/41/ab/kumuduw.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8634325-r662568129-Supertree_Grove-Singapore.html,0.9795,Positive,151,useful,useful,useful,3,,,
National Museum of Singapore,MrDavetheSarks,Explores the History of Singapore,30,14-Jan-17,"As it turned out this museum wasn't a museum of natural history (which is what I was expecting when I walked in through the door) but rather a museum of the history of the city of Singapore. It was actually quite interesting, and told me a lot more about the background of the city that the exhibition I visited the last time I was here (which was basically the story of Singapore told through the newspaper). It is interesting, but probably not a go to place if there are other things you wish to do.",https://media-cdn.tripadvisor.com/media/photo-l/09/9a/02/f5/mrdavethesarks.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324550-r451796950-National_Museum_of_Singapore-Singapore.html,0.9159,Positive,95,useful,useful,useful,3,,,
Sands Skypark Observation Deck,Voyage12953,Gay this a miss as totally overpriced,20,9-Jul-19,I am sure the view was nice but we decided in principal not to go up the top as we found the rates being charged outrageous for what was just going to be at a small viewing platform and did not include seeing the pool nor even being able to go to the restaurant. We found SINGAPORE in general to be so overpriced - especially for simple things like a cup of tea. Long gone are the days when Singapore was a place to go to for shopping. MArina Bay Sands is absolute price gauging!,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e2/a7/default-avatar-2020-44.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1837767-r687970008-Sands_Skypark_Observation_Deck-Singapore.html,0.2714,Positive,95,useful,useful,useful,3,,,
Supertree Grove,Felix_the_parrot,This is a must see and must hear in Singapore,40,8-Mar-19,"While in Singapore, we when to the Super Tree Grove which is in the Gardens By The Bay, just behind the Marina Bay Sands hotel.Twice a night this place comes alive with light and music and is so packed we were sitting on the ground to watch his spectacle (if you come early, you can get a seat).The is an elevated walkway suspended from the Supertrees that allows you to walk above the gardens and get a great view of this space .. .what blew me away was the view above the Bismarck palms .. it's is an unbelievable geometric view .. one you usually don't get to see.The light show is synchronized to music and is just awesome .. .I am running out of superlatives.Go there, get a cab, they are so cheap in Singapore ... there were thousands of people the night we were there and probably a hundred waiting for a cab .. we waited twenty minutes as it is all really well organised (there are over forty thousand cabs in Singapore ... no wonder we didn't wait long).It's a great free night out.",https://media-cdn.tripadvisor.com/media/photo-l/12/87/cf/10/felix-the-parrot.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8634325-r657087647-Supertree_Grove-Singapore.html,0.9682,Positive,187,useful,useful,useful,3,,,
Singapore Flyer,melissaloca,An ok way to see the city,30,9-Aug-19,"Maybe I'm bias, but I don't love ferris wheels/flyers as a way to see a city. There's much better views available from the many bars and restaurants atop Marina Bay Sands, however with that said the Singapore Flyer is quite a novel way to see the city. It takes about 40 minutes to go around, so make sure you're ready to be locked in a bubble for that amount of time.With all that said, it was a great way to see the start of the F1 Grand Prix race, but those spots are quite limited.",https://media-cdn.tripadvisor.com/media/photo-l/01/8c/8e/93/melissaloca.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d678639-r697076968-Singapore_Flyer-Singapore.html,0.9512,Positive,95,useful,useful,useful,3,,,
Gardens by the Bay,pjdev88,"Gardens superb, organisation rubbish",30,28-Aug-19,"Gardens by the Bay are beautiful by day and especially at night, but we were very disappointed when we were given wrong information about what time to arrive to book a time slot for the skywalk at dusk. We were told to get there for 6 pm which we did but then found out that all the time slots had gone. Conservatories and gift shop closed early too. We feel the organisation and signage were non-existent. In fact, there is no real need to buy tickets - just turn up and walk round.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e4/2d/default-avatar-2020-48.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r703694914-Gardens_by_the_Bay-Singapore.html,-0.7383,Negative,93,useful,useful,useful,3,,,
